stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
TWR.Rinkai.KokusaiTenjijo,R3,国際展示場,35.63457,139.79163,,
Merged.Oimachi,R7/JK19,大井町,35.606995,139.734785,1,
TWR.Rinkai.Oimachi,R7,大井町,35.60741,139.73474,0,Merged.Oimachi
JR-East.KeihinTohokuNegishi.Oimachi,JK19,大井町,35.60658,139.73483,0,Merged.Oimachi
Merged.Osaki,R8/JA08/JS17/JY24,大崎,35.6201475,139.72817,1,
TWR.Rinkai.Osaki,R8,大崎,35.62002,139.7282,0,Merged.Osaki
JR-East.SaikyoKawagoe.Osaki,JA08,大崎,35.62019,139.72816,0,Merged.Osaki
JR-East.ShonanShinjuku.Osaki,JS17,大崎,35.62019,139.72816,0,Merged.Osaki
JR-East.Yamanote.Osaki,JY24,大崎,35.62019,139.72816,0,Merged.Osaki
Merged.ShinKiba,R1/JE05/Y24,新木場,35.64594667,139.82662167,1,
TWR.Rinkai.ShinKiba,R1,新木場,35.64604,139.82678,0,Merged.ShinKiba
JR-East.Keiyo.ShinKiba,JE05,新木場,35.64602,139.82648,0,Merged.ShinKiba
TokyoMetro.Yurakucho.ShinKiba,Y24,新木場,35.64578,139.826605,0,Merged.ShinKiba
TWR.Rinkai.ShinagawaSeaside,R6,品川シーサイド,35.60897,139.74967,,
TWR.Rinkai.Shinonome,R2,東雲,35.6406,139.80328,,
TWR.Rinkai.TennozuIsle,R5,天王洲アイル,35.62038,139.75084,,
TWR.Rinkai.TokyoTeleport,R4,東京テレポート,35.62754,139.77885,,
Merged.Asagaya,JC08/JB05,阿佐ケ谷,35.70462,139.63566,1,
JR-East.ChuoRapid.Asagaya,JC08,阿佐ケ谷,35.70462,139.63566,0,Merged.Asagaya
JR-East.ChuoSobuLocal.Asagaya,JB05,阿佐ケ谷,35.70462,139.63566,0,Merged.Asagaya
Merged.Hachioji,JC22/JH32,八王子,35.65545,139.33903,1,
JR-East.ChuoRapid.Hachioji,JC22,八王子,35.65545,139.33903,0,Merged.Hachioji
JR-East.Hachiko.Hachioji,,八王子,35.65545,139.33903,0,Merged.Hachioji
JR-East.Yokohama.Hachioji,JH32,八王子,35.65545,139.33903,0,Merged.Hachioji
JR-East.ChuoRapid.HigashiKoganei,JC14,東小金井,35.70156,139.52373,,
JR-East.ChuoRapid.Hino,JC20,日野,35.67851,139.39346,,
Merged.Kanda,JC02/JK27/JY02/G13,神田,35.69210625,139.77071,1,
JR-East.ChuoRapid.Kanda,JC02,神田,35.69157,139.77065,0,Merged.Kanda
JR-East.KeihinTohokuNegishi.Kanda,JK27,神田,35.69157,139.77065,0,Merged.Kanda
JR-East.Yamanote.Kanda,JY02,神田,35.69157,139.77065,0,Merged.Kanda
TokyoMetro.Ginza.Kanda,G13,神田,35.693715,139.77089,0,Merged.Kanda
Merged.Kichijoji,JC11/JB02/IN17,吉祥寺,35.70273,139.57999667,1,
JR-East.ChuoRapid.Kichijoji,JC11,吉祥寺,35.70295,139.57984,0,Merged.Kichijoji
JR-East.ChuoSobuLocal.Kichijoji,JB02,吉祥寺,35.70295,139.57984,0,Merged.Kichijoji
Keio.Inokashira.Kichijoji,IN17,吉祥寺,35.70229,139.58031,0,Merged.Kichijoji
Merged.Koenji,JC07/JB06,高円寺,35.70518,139.64955,1,
JR-East.ChuoRapid.Koenji,JC07,高円寺,35.70518,139.64955,0,Merged.Koenji
JR-East.ChuoSobuLocal.Koenji,JB06,高円寺,35.70518,139.64955,0,Merged.Koenji
JR-East.ChuoRapid.Kokubunji,JC16,国分寺,35.6999,139.48096,,
JR-East.ChuoRapid.Kunitachi,JC18,国立,35.69906,139.44651,,
Merged.Mitaka,JC12/JB01,三鷹,35.70268,139.56067,1,
JR-East.ChuoRapid.Mitaka,JC12,三鷹,35.70268,139.56067,0,Merged.Mitaka
JR-East.ChuoSobuLocal.Mitaka,JB01,三鷹,35.70268,139.56067,0,Merged.Mitaka
JR-East.ChuoRapid.MusashiKoganei,JC15,武蔵小金井,35.70101,139.50595,,
JR-East.ChuoRapid.MusashiSakai,JC13,武蔵境,35.70184,139.54345,,
Merged.Nakano,JC06/JB07/T01,中野,35.70573333,139.66582833,1,
JR-East.ChuoRapid.Nakano,JC06,中野,35.70573,139.66594,0,Merged.Nakano
JR-East.ChuoSobuLocal.Nakano,JB07,中野,35.70573,139.66594,0,Merged.Nakano
TokyoMetro.Tozai.Nakano,T01,中野,35.70574,139.665605,0,Merged.Nakano
JR-East.ChuoRapid.NishiHachioji,JC23,西八王子,35.65601,139.31181,,
Merged.NishiKokubunji,JC17/JM33,西国分寺,35.69962,139.46596,1,
JR-East.ChuoRapid.NishiKokubunji,JC17,西国分寺,35.69962,139.46596,0,Merged.NishiKokubunji
JR-East.Musashino.NishiKokubunji,JM33,西国分寺,35.69962,139.46596,0,Merged.NishiKokubunji
Merged.NishiOgikubo,JC10/JB03,西荻窪,35.70351,139.59928,1,
JR-East.ChuoRapid.NishiOgikubo,JC10,西荻窪,35.70351,139.59928,0,Merged.NishiOgikubo
JR-East.ChuoSobuLocal.NishiOgikubo,JB03,西荻窪,35.70351,139.59928,0,Merged.NishiOgikubo
Merged.Ochanomizu,JC03/JB18/M20,御茶ノ水,35.69971,139.76486833,1,
JR-East.ChuoRapid.Ochanomizu,JC03,御茶ノ水,35.69935,139.7651,0,Merged.Ochanomizu
JR-East.ChuoSobuLocal.Ochanomizu,JB18,御茶ノ水,35.69935,139.7651,0,Merged.Ochanomizu
TokyoMetro.Marunouchi.Ochanomizu,M20,御茶ノ水,35.70043,139.764405,0,Merged.Ochanomizu
JR-East.Hachiko.Myokaku,,明覚,36.00347,139.28929,,
Merged.Ogikubo,JC09/JB04/M01,荻窪,35.704285,139.61999333,1,
JR-East.ChuoRapid.Ogikubo,JC09,荻窪,35.70434,139.62011,0,Merged.Ogikubo
JR-East.ChuoSobuLocal.Ogikubo,JB04,荻窪,35.70434,139.62011,0,Merged.Ogikubo
TokyoMetro.Marunouchi.Ogikubo,M01,荻窪,35.704175,139.61976,0,Merged.Ogikubo
Merged.Shinjuku,JC05/JB10/JA11/JS20/JY17/E27/S01/M08/KO1/KO1,新宿,35.6897107,139.6997125,1,
JR-East.ChuoRapid.Shinjuku,JC05,新宿,35.69018,139.70038,0,Merged.Shinjuku
JR-East.ChuoSobuLocal.Shinjuku,JB10,新宿,35.69018,139.70038,0,Merged.Shinjuku
JR-East.SaikyoKawagoe.Shinjuku,JA11,新宿,35.69018,139.70038,0,Merged.Shinjuku
JR-East.ShonanShinjuku.Shinjuku,JS20,新宿,35.69018,139.70038,0,Merged.Shinjuku
JR-East.Yamanote.Shinjuku,JY17,新宿,35.69018,139.70038,0,Merged.Shinjuku
Toei.Oedo.Shinjuku,E27,新宿,35.688462,139.699019,0,Merged.Shinjuku
Toei.Shinjuku.Shinjuku,S01,新宿,35.688433,139.698418,0,Merged.Shinjuku
TokyoMetro.Marunouchi.Shinjuku,M08,新宿,35.692452,139.700548,0,Merged.Shinjuku
Keio.Keio.Shinjuku,KO1,新宿,35.68843,139.69862,0,Merged.Shinjuku
Keio.KeioNew.Shinjuku,KO1,新宿,35.68843,139.69862,0,Merged.Shinjuku
Merged.Tachikawa,JC19/JN26/JC19,立川,35.69795,139.41374,1,
JR-East.ChuoRapid.Tachikawa,JC19,立川,35.69795,139.41374,0,Merged.Tachikawa
JR-East.Nambu.Tachikawa,JN26,立川,35.69795,139.41374,0,Merged.Tachikawa
JR-East.Ome.Tachikawa,JC19,立川,35.69795,139.41374,0,Merged.Tachikawa
Merged.Takao,JC24/KO52,高尾,35.64204,139.28215,1,
JR-East.ChuoRapid.Takao,JC24,高尾,35.6424,139.28264,0,Merged.Takao
Keio.Takao.Takao,KO52,高尾,35.64168,139.28166,0,Merged.Takao
Merged.Tokyo,JC01/JK26/JE01/JO19/JU01/JT01/JU01/JY01/JO19/M17,東京,35.68135773,139.76683636,1,
JR-East.ChuoRapid.Tokyo,JC01,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.JobanRapid.Tokyo,,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.KeihinTohokuNegishi.Tokyo,JK26,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.Keiyo.Tokyo,JE01,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.SobuRapid.Tokyo,JO19,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.Takasaki.Tokyo,JU01,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.Tokaido.Tokyo,JT01,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.Utsunomiya.Tokyo,JU01,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.Yamanote.Tokyo,JY01,東京,35.6813,139.76704,0,Merged.Tokyo
JR-East.Yokosuka.Tokyo,JO19,東京,35.6813,139.76704,0,Merged.Tokyo
TokyoMetro.Marunouchi.Tokyo,M17,東京,35.681935,139.7648,0,Merged.Tokyo
JR-East.ChuoRapid.Toyoda,JC21,豊田,35.65934,139.38124,,
Merged.Yotsuya,JC04/JB14/M12/N08,四ツ谷,35.68501975,139.73012175,1,
JR-East.ChuoRapid.Yotsuya,JC04,四ツ谷,35.6849,139.73038,0,Merged.Yotsuya
JR-East.ChuoSobuLocal.Yotsuya,JB14,四ツ谷,35.6849,139.73038,0,Merged.Yotsuya
TokyoMetro.Marunouchi.Yotsuya,M12,四ツ谷,35.684197,139.730047,0,Merged.Yotsuya
TokyoMetro.Namboku.Yotsuya,N08,四ツ谷,35.686082,139.72968,0,Merged.Yotsuya
Merged.Akihabara,JB19/JK28/JY03/H15,秋葉原,35.69817125,139.77354225,1,
JR-East.ChuoSobuLocal.Akihabara,JB19,秋葉原,35.69824,139.77288,0,Merged.Akihabara
JR-East.KeihinTohokuNegishi.Akihabara,JK28,秋葉原,35.69824,139.77288,0,Merged.Akihabara
JR-East.Yamanote.Akihabara,JY03,秋葉原,35.69824,139.77288,0,Merged.Akihabara
TokyoMetro.Hibiya.Akihabara,H15,秋葉原,35.697965,139.775529,0,Merged.Akihabara
Merged.Asakusabashi,JB20/A16,浅草橋,35.697447,139.7851625,1,
JR-East.ChuoSobuLocal.Asakusabashi,JB20,浅草橋,35.6974,139.78399,0,Merged.Asakusabashi
Toei.Asakusa.Asakusabashi,A16,浅草橋,35.697494,139.786335,0,Merged.Asakusabashi
Merged.Chiba,JB39/JO28/JO28,千葉,35.61353,140.11257,1,
JR-East.ChuoSobuLocal.Chiba,JB39,千葉,35.61353,140.11257,0,Merged.Chiba
JR-East.Sobu.Chiba,JO28,千葉,35.61353,140.11257,0,Merged.Chiba
JR-East.SobuRapid.Chiba,JO28,千葉,35.61353,140.11257,0,Merged.Chiba
JR-East.Sotobo.Chiba,,千葉,35.61353,140.11257,0,Merged.Chiba
JR-East.Uchibo.Chiba,,千葉,35.61353,140.11257,0,Merged.Chiba
Merged.Funabashi,JB31/JO25,船橋,35.70158,139.9848,1,
JR-East.ChuoSobuLocal.Funabashi,JB31,船橋,35.70158,139.9848,0,Merged.Funabashi
JR-East.SobuRapid.Funabashi,JO25,船橋,35.70158,139.9848,0,Merged.Funabashi
JR-East.ChuoSobuLocal.HigashiFunabashi,JB32,東船橋,35.69963,140.00397,,
Merged.HigashiNakano,JB08/E31,東中野,35.706585,139.683971,1,
JR-East.ChuoSobuLocal.HigashiNakano,JB08,東中野,35.70601,139.68483,0,Merged.HigashiNakano
Toei.Oedo.HigashiNakano,E31,東中野,35.70716,139.683112,0,Merged.HigashiNakano
JR-East.ChuoSobuLocal.Hirai,JB24,平井,35.70629,139.84231,,
Merged.Ichigaya,JB15/S04/N09/Y14,市ケ谷,35.692005,139.73647575,1,
JR-East.ChuoSobuLocal.Ichigaya,JB15,市ケ谷,35.69102,139.7351,0,Merged.Ichigaya
Toei.Shinjuku.Ichigaya,S04,市ケ谷,35.69153,139.737588,0,Merged.Ichigaya
TokyoMetro.Namboku.Ichigaya,N09,市ケ谷,35.692894,139.736324,0,Merged.Ichigaya
TokyoMetro.Yurakucho.Ichigaya,Y14,市ケ谷,35.692576,139.736891,0,Merged.Ichigaya
Merged.Ichikawa,JB27/JO24,市川,35.72879,139.90786,1,
JR-East.ChuoSobuLocal.Ichikawa,JB27,市川,35.72879,139.90786,0,Merged.Ichikawa
JR-East.SobuRapid.Ichikawa,JO24,市川,35.72879,139.90786,0,Merged.Ichikawa
Merged.Iidabashi,JB16/E06/N10/T06/Y13,飯田橋,35.7017598,139.7447042,1,
JR-East.ChuoSobuLocal.Iidabashi,JB16,飯田橋,35.70157,139.74482,0,Merged.Iidabashi
Toei.Oedo.Iidabashi,E06,飯田橋,35.702952,139.745257,0,Merged.Iidabashi
TokyoMetro.Namboku.Iidabashi,N10,飯田橋,35.701532,139.743716,0,Merged.Iidabashi
TokyoMetro.Tozai.Iidabashi,T06,飯田橋,35.701403,139.746521,0,Merged.Iidabashi
TokyoMetro.Yurakucho.Iidabashi,Y13,飯田橋,35.701342,139.743207,0,Merged.Iidabashi
Merged.Inage,JB37/JO27,稲毛,35.63714,140.09257,1,
JR-East.ChuoSobuLocal.Inage,JB37,稲毛,35.63714,140.09257,0,Merged.Inage
JR-East.SobuRapid.Inage,JO27,稲毛,35.63714,140.09257,0,Merged.Inage
JR-East.ChuoSobuLocal.Kameido,JB23,亀戸,35.69713,139.82648,,
Merged.Kinshicho,JB22/JO22/Z13,錦糸町,35.69686033,139.81430567,1,
JR-East.ChuoSobuLocal.Kinshicho,JB22,錦糸町,35.69657,139.81398,0,Merged.Kinshicho
JR-East.SobuRapid.Kinshicho,JO22,錦糸町,35.69657,139.81398,0,Merged.Kinshicho
TokyoMetro.Hanzomon.Kinshicho,Z13,錦糸町,35.697441,139.814957,0,Merged.Kinshicho
JR-East.ChuoSobuLocal.Koiwa,JB26,小岩,35.73324,139.88175,,
JR-East.ChuoSobuLocal.Makuharihongo,JB34,幕張本郷,35.67297,140.04174,,
JR-East.ChuoSobuLocal.Makuhari,JB35,幕張,35.65936,140.05758,,
JR-East.ChuoSobuLocal.MotoYawata,JB28,本八幡,35.72074,139.92731,,
JR-East.ChuoSobuLocal.NishiChiba,JB38,西千葉,35.6227,140.10313,,
Merged.NishiFunabashi,JB30/JM10/T23,西船橋,35.707141,139.95912925,1,
JR-East.ChuoSobuLocal.NishiFunabashi,JB30,西船橋,35.70713,139.95925,0,Merged.NishiFunabashi
JR-East.Keiyo.NishiFunabashi,,西船橋,35.70713,139.95925,0,Merged.NishiFunabashi
JR-East.Musashino.NishiFunabashi,JM10,西船橋,35.70713,139.95925,0,Merged.NishiFunabashi
TokyoMetro.Tozai.NishiFunabashi,T23,西船橋,35.707174,139.958767,0,Merged.NishiFunabashi
JR-East.Hachiko.Hakonegasaki,,箱根ケ崎,35.77183,139.34652,,
JR-East.ChuoSobuLocal.Okubo,JB09,大久保,35.70046,139.69733,,
JR-East.ChuoSobuLocal.Ryogoku,JB21,両国,35.69574,139.79315,,
JR-East.ChuoSobuLocal.Sendagaya,JB12,千駄ケ谷,35.68119,139.71153,,
JR-East.ChuoSobuLocal.ShimosaNakayama,JB29,下総中山,35.71407,139.94286,,
JR-East.ChuoSobuLocal.ShinKemigawa,JB36,新検見川,35.65185,140.07331,,
Merged.ShinKoiwa,JB25/JO23,新小岩,35.71685,139.85787,1,
JR-East.ChuoSobuLocal.ShinKoiwa,JB25,新小岩,35.71685,139.85787,0,Merged.ShinKoiwa
JR-East.SobuRapid.ShinKoiwa,JO23,新小岩,35.71685,139.85787,0,Merged.ShinKoiwa
JR-East.ChuoSobuLocal.Shinanomachi,JB13,信濃町,35.67991,139.72094,,
JR-East.ChuoSobuLocal.Suidobashi,JB17,水道橋,35.70207,139.75341,,
Merged.Tsudanuma,JB33/JO26,津田沼,35.6913,140.02008,1,
JR-East.ChuoSobuLocal.Tsudanuma,JB33,津田沼,35.6913,140.02008,0,Merged.Tsudanuma
JR-East.SobuRapid.Tsudanuma,JO26,津田沼,35.6913,140.02008,0,Merged.Tsudanuma
Merged.Yoyogi,JB11/JY18/E26,代々木,35.683515,139.701901,1,
JR-East.ChuoSobuLocal.Yoyogi,JB11,代々木,35.68352,139.70205,0,Merged.Yoyogi
JR-East.Yamanote.Yoyogi,JY18,代々木,35.68352,139.70205,0,Merged.Yoyogi
Toei.Oedo.Yoyogi,E26,代々木,35.683505,139.701603,0,Merged.Yoyogi
JR-East.Hachiko.GummaFujioka,,群馬藤岡,36.2501,139.08319,,
Merged.Haijima,JC55/JC55,拝島,35.72128,139.34347,1,
JR-East.Hachiko.Haijima,,拝島,35.72128,139.34347,0,Merged.Haijima
JR-East.Itsukaichi.Haijima,JC55,拝島,35.72128,139.34347,0,Merged.Haijima
JR-East.Ome.Haijima,JC55,拝島,35.72128,139.34347,0,Merged.Haijima
Merged.Atami,,熱海,35.10356,139.07768,1,
JR-East.Ito.Atami,,熱海,35.10356,139.07768,0,Merged.Atami
JR-East.Tokaido.Atami,,熱海,35.10356,139.07768,0,Merged.Atami
JR-East.Hachiko.HigashiFussa,,東福生,35.74572,139.33569,,
JR-East.Hachiko.HigashiHanno,,東飯能,35.85293,139.32596,,
JR-East.Hachiko.Kaneko,,金子,35.81071,139.32846,,
JR-East.Hachiko.KitaFujioka,,北藤岡,36.28267,139.0805,,
JR-East.Hachiko.KitaHachioji,,北八王子,35.66906,139.36319,,
JR-East.Hachiko.Kodama,,児玉,36.19261,139.13569,,
Merged.Komagawa,,高麗川,35.89626,139.3379,1,
JR-East.Hachiko.Komagawa,,高麗川,35.89626,139.3379,0,Merged.Komagawa
JR-East.Kawagoe.Komagawa,,高麗川,35.89626,139.3379,0,Merged.Komagawa
JR-East.Hachiko.Komiya,,小宮,35.68573,139.36847,,
Merged.Kuragano,,倉賀野,36.30009,139.04958,1,
JR-East.Hachiko.Kuragano,,倉賀野,36.30009,139.04958,0,Merged.Kuragano
JR-East.Takasaki.Kuragano,,倉賀野,36.30009,139.04958,0,Merged.Kuragano
JR-East.Hachiko.Matsuhisa,,松久,36.17289,139.1818,,
JR-East.Hachiko.Moro,,毛呂,35.9407,139.30902,,
JR-East.Hachiko.Ogawamachi,,小川町,36.05874,139.26068,,
JR-East.Hachiko.Ogose,,越生,35.96264,139.29902,,
JR-East.Hachiko.Orihara,,折原,36.09596,139.19513,,
Merged.Takasaki,,高崎,36.32204,139.01264,1,
JR-East.Hachiko.Takasaki,,高崎,36.32204,139.01264,0,Merged.Takasaki
JR-East.Takasaki.Takasaki,,高崎,36.32204,139.01264,0,Merged.Takasaki
JR-East.Hachiko.Takezawa,,竹沢,36.0754,139.22985,,
JR-East.Hachiko.Tansho,,丹荘,36.21673,139.10226,,
JR-East.Hachiko.Yodo,,用土,36.15398,139.20072,,
JR-East.Hachiko.Yorii,,寄居,36.11762,139.19319,,
JR-East.Ito.Ajiro,,網代,35.04329,139.08102,,
JR-East.Ito.Ito,,伊東,34.97469,139.09185,,
JR-East.Ito.IzuTaga,,伊豆多賀,35.0594,139.06685,,
JR-East.Ito.Kinomiya,,来宮,35.09856,139.06546,,
JR-East.Ito.Usami,,宇佐美,35.00524,139.07991,,
JR-East.Itsukaichi.Akigawa,JC83,秋川,35.72794,139.2868,,
JR-East.Itsukaichi.HigashiAkiru,JC82,東秋留,35.72572,139.3118,,
JR-East.Itsukaichi.Kumagawa,JC81,熊川,35.72822,139.33569,,
JR-East.Itsukaichi.MusashiHikida,JC84,武蔵引田,35.72961,139.26958,,
JR-East.Itsukaichi.MusashiItsukaichi,JC86,武蔵五日市,35.73183,139.2282,,
JR-East.Itsukaichi.MusashiMasuko,JC85,武蔵増戸,35.73072,139.25625,,
JR-East.Joban.Akatsuka,,赤塚,36.38179,140.41529,,
JR-East.Joban.Arakawaoki,,荒川沖,36.03071,140.16588,,
JR-East.Joban.Fujishiro,,藤代,35.92059,140.11819,,
JR-East.Joban.Futaba,,双葉,37.45388,141.00583,,
JR-East.Joban.Hamayoshida,,浜吉田,38.00217,140.8899,,
JR-East.Joban.Haranomachi,,原ノ町,37.63805,140.97102,,
JR-East.Joban.Hatori,,羽鳥,36.24763,140.2867,,
JR-East.Joban.Hirono,,広野,37.21143,140.99854,,
JR-East.Joban.Hisanohama,,久ノ浜,37.14255,140.99549,,
JR-East.Joban.HitachiTaga,,常陸多賀,36.55205,140.63249,,
JR-East.Joban.Hitachinoushiku,,ひたち野うしく,36.00738,140.15839,,
JR-East.Joban.Hitachi,,日立,36.59038,140.66165,,
JR-East.Joban.Ishioka,,石岡,36.19153,140.27948,,
JR-East.Joban.Isohara,,磯原,36.79036,140.74608,,
JR-East.Joban.IwakiOta,,磐城太田,37.605,140.99158,,
JR-East.Joban.Iwaki,,いわき,37.05811,140.89217,,
JR-East.Joban.Iwama,,岩間,36.29541,140.27614,,
JR-East.Joban.Iwanuma,,岩沼,38.11188,140.86351,,
JR-East.Joban.Izumi,,泉,36.95563,140.85412,,
JR-East.Joban.Juo,,十王,36.67121,140.68581,,
JR-East.Joban.Kairakuen,,偕楽園,36.3729,140.45612,,
JR-East.Joban.Kandatsu,,神立,36.12043,140.24837,,
JR-East.Joban.Kashima,,鹿島,37.70277,140.96991,,
JR-East.Joban.Katsuta,,勝田,36.39401,140.52389,,
JR-East.Joban.Kido,,木戸,37.25754,141.00243,,
JR-East.Joban.Komagamine,,駒ケ嶺,37.84247,140.92491,,
JR-East.Joban.Kusano,,草野,37.07367,140.94688,,
JR-East.Joban.MinamiNakago,,南中郷,36.75342,140.72886,,
JR-East.Joban.MinamiSendai,,南仙台,38.19715,140.88323,,
JR-East.Joban.Mito,,水戸,36.37068,140.47612,,
JR-East.Joban.Momouchi,,桃内,37.52862,140.98408,,
JR-East.Joban.Nagamachi,,長町,38.22687,140.886,,
JR-East.Joban.Nakoso,,勿来,36.88369,140.78635,,
JR-East.Joban.Namie,,浪江,37.49223,140.98964,,
JR-East.Joban.Natori,,名取,38.17299,140.88267,,
JR-East.Joban.Nittaki,,日立木,37.75581,140.93463,,
JR-East.Joban.Odaka,,小高,37.56278,140.99602,,
JR-East.Joban.Ogitsu,,小木津,36.63677,140.67526,,
JR-East.Joban.Okuma,,逢隈,38.06772,140.85462,,
JR-East.Joban.Omika,,大甕,36.51289,140.61916,,
JR-East.Joban.Ono,,大野,37.40919,140.98409,,
JR-East.Joban.Otsuko,,大津港,36.84591,140.77774,,
JR-East.Joban.Sakamoto,,坂元,37.924361,140.901083,,
JR-East.Joban.Sanuki,,佐貫,35.92961,140.13784,,
JR-East.Joban.Sawa,,佐和,36.4304,140.54028,,
JR-East.Joban.Sendai,,仙台,38.25992,140.88239,,
JR-East.Joban.Shinchi,,新地,37.879222,140.925667,,
JR-East.Joban.Soma,,相馬,37.80259,140.92569,,
JR-East.Joban.Suetsugi,,末続,37.17227,140.99576,,
JR-East.Joban.Taishido,,太子堂,38.2177,140.88323,,
JR-East.Joban.Takahagi,,高萩,36.71461,140.71701,,
JR-East.Joban.Takahama,,高浜,36.16348,140.2942,,
JR-East.Joban.Tatekoshi,,館腰,38.14311,140.88022,,
JR-East.Joban.Tatsuta,,竜田,37.28226,141.0027,,
JR-East.Joban.Tokai,,東海,36.4654,140.56583,,
JR-East.Joban.Tomioka,,富岡,37.33428,141.02288,,
JR-East.Joban.Tomobe,,友部,36.3504,140.30558,,
Merged.Toride,JL32/JJ10,取手,35.89545,140.06284,1,
JR-East.Joban.Toride,,取手,35.89545,140.06284,0,Merged.Toride
JR-East.JobanLocal.Toride,JL32,取手,35.89545,140.06284,0,Merged.Toride
JR-East.JobanRapid.Toride,JJ10,取手,35.89545,140.06284,0,Merged.Toride
JR-East.Joban.Tsuchiura,,土浦,36.07853,140.2062,,
JR-East.Joban.Uchigo,,内郷,37.03589,140.85467,,
JR-East.Joban.Uchihara,,内原,36.37012,140.35252,,
JR-East.Joban.Ueda,,植田,36.9208,140.79652,,
JR-East.Joban.Ushiku,,牛久,35.97488,140.14061,,
JR-East.Joban.Watari,,亘理,38.03967,140.86129,,
JR-East.Joban.Yamashita,,山下,37.966083,140.889444,,
JR-East.Joban.Yonomori,,夜ノ森,37.36586,140.99187,,
JR-East.Joban.Yotsukura,,四ツ倉,37.10228,140.98077,,
JR-East.Joban.Yumoto,,湯本,37.00673,140.84967,,
Merged.Abiko,JL30/JJ08,我孫子,35.87267,140.01063,1,
JR-East.JobanLocal.Abiko,JL30,我孫子,35.87267,140.01063,0,Merged.Abiko
JR-East.JobanRapid.Abiko,JJ08,我孫子,35.87267,140.01063,0,Merged.Abiko
JR-East.NaritaAbikoBranch.Abiko,,我孫子,35.87267,140.01063,0,Merged.Abiko
Merged.Ayase,JL19/C19,綾瀬,35.7622025,139.82485,1,
JR-East.JobanLocal.Ayase,JL19,綾瀬,35.76212,139.82481,0,Merged.Ayase
TokyoMetro.Chiyoda.Ayase,C19,綾瀬,35.762285,139.82489,0,Merged.Ayase
JR-East.JobanLocal.Kameari,JL20,亀有,35.76629,139.84731,,
JR-East.JobanLocal.Kanamachi,JL21,金町,35.76934,139.87009,,
Merged.Kashiwa,JL28/JJ07,柏,35.86184,139.97091,1,
JR-East.JobanLocal.Kashiwa,JL28,柏,35.86184,139.97091,0,Merged.Kashiwa
JR-East.JobanRapid.Kashiwa,JJ07,柏,35.86184,139.97091,0,Merged.Kashiwa
JR-East.JobanLocal.KitaKashiwa,JL29,北柏,35.87545,139.98785,,
JR-East.JobanLocal.KitaKogane,JL26,北小金,35.83295,139.93063,,
JR-East.JobanLocal.KitaMatsudo,JL23,北松戸,35.80045,139.91147,,
JR-East.JobanLocal.Mabashi,JL24,馬橋,35.81128,139.91703,,
JR-East.Kashima.KashimaSoccerStadium,,鹿島サッカースタジアム,35.99251,140.63615,,
Merged.Matsudo,JL22/JJ06,松戸,35.78434,139.90064,1,
JR-East.JobanLocal.Matsudo,JL22,松戸,35.78434,139.90064,0,Merged.Matsudo
JR-East.JobanRapid.Matsudo,JJ06,松戸,35.78434,139.90064,0,Merged.Matsudo
JR-East.JobanLocal.MinamiKashiwa,JL27,南柏,35.84462,139.95424,,
Merged.ShimMatsudo,JL25/JM15,新松戸,35.82545,139.92091,1,
JR-East.JobanLocal.ShimMatsudo,JL25,新松戸,35.82545,139.92091,0,Merged.ShimMatsudo
JR-East.Musashino.ShimMatsudo,JM15,新松戸,35.82545,139.92091,0,Merged.ShimMatsudo
Merged.Tennodai,JL31/JJ09,天王台,35.87239,140.0409,1,
JR-East.JobanLocal.Tennodai,JL31,天王台,35.87239,140.0409,0,Merged.Tennodai
JR-East.JobanRapid.Tennodai,JJ09,天王台,35.87239,140.0409,0,Merged.Tennodai
Merged.KitaSenju,JJ05/C18/H21,北千住,35.749668,139.804938,1,
JR-East.JobanRapid.KitaSenju,JJ05,北千住,35.7499,139.80482,0,Merged.KitaSenju
TokyoMetro.Chiyoda.KitaSenju,C18,北千住,35.7492,139.804403,0,Merged.KitaSenju
TokyoMetro.Hibiya.KitaSenju,H21,北千住,35.749904,139.805591,0,Merged.KitaSenju
JR-East.JobanRapid.Mikawashima,JJ03,三河島,35.73323,139.77676,,
Merged.MinamiSenju,JJ04/H20,南千住,35.73319,139.79902,1,
JR-East.JobanRapid.MinamiSenju,JJ04,南千住,35.73407,139.79926,0,Merged.MinamiSenju
TokyoMetro.Hibiya.MinamiSenju,H20,南千住,35.73231,139.79878,0,Merged.MinamiSenju
Merged.Nippori,JJ02/JK32/JY07/NT01,日暮里,35.72753825,139.77097775,1,
JR-East.JobanRapid.Nippori,JJ02,日暮里,35.72712,139.77093,0,Merged.Nippori
JR-East.KeihinTohokuNegishi.Nippori,JK32,日暮里,35.72712,139.77093,0,Merged.Nippori
JR-East.Yamanote.Nippori,JY07,日暮里,35.72712,139.77093,0,Merged.Nippori
